Phage accession	Host lineage
MK387337.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
MK387869.1	{'genus': ['Providencia'], 'family': ['Morganellaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK388689.1	{'genus': ['Pantoea'], 'family': ['Erwiniaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK388859.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK392363.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK392365.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK392366.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK392368.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK393882.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK408758.1	{'genus': ['Campylobacter'], 'family': ['Campylobacteraceae'], 'order': ['Campylobacterales'], 'phylum': ['Proteobacteria']}
MK411746.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK411820.1	{'genus': ['Acinetobacter'], 'family': ['Moraxellaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MK416007.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416008.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416009.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416010.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416013.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416014.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416015.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416016.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416017.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416018.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416019.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416021.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK416022.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK417514.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MK417515.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MK422448.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK422450.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK422451.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK422452.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK422453.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK424903.1	{'genus': ['Pseudoalteromonas'], 'family': ['Pseudoalteromonadaceae'], 'order': ['Alteromonadales'], 'phylum': ['Proteobacteria']}
MK433259.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433261.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433262.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433263.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433264.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433265.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433266.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433267.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433268.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433269.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433270.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433272.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433273.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433274.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433275.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK433276.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK433577.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK433578.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK433583.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK443264.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MK443265.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MK443266.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MK448228.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448230.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448231.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448232.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448233.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448234.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448237.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK448317.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448320.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448321.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448322.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448323.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448324.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448328.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448329.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448331.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448334.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448336.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448337.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448338.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448339.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448341.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448342.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448343.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448344.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448345.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448346.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448347.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448348.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448349.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448350.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448351.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448354.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448355.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448356.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448357.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448359.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448360.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448361.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448364.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448365.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448366.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448367.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448368.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448369.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448372.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448373.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448374.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448376.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448380.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448381.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448382.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448383.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448384.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448385.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448386.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448387.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448388.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448389.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448390.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448391.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448392.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448393.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448394.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448395.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448400.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448401.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448402.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448403.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448404.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448405.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448406.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448407.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448408.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448409.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448410.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448411.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448414.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448415.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448417.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448418.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448419.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448420.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448421.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448422.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448423.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448424.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448425.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448426.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448427.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448428.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448429.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448430.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448431.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448432.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448433.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448434.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448435.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK448436.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
